71,-13,119,120,-110,25,70,27
21,-94,-106,-49,110,113,-77,29
13,-109,-99,81,-91,-10,25,-93
114,61,111,-37,118,111,82,85
-71,6,-1,-16,-72,-72,-109,-53
-38,-43,35,-142,68,157,-36,-51
-128,-125,-52,69,127,100,60,-13
63,-31,19,-25,-2,88,-103,15
42,92,0,-36,118,-21,-99,-23
-72,-52,-50,-31,-2,-17,26,69
-2,111,-29,-90,76,-7,-23,21
49,107,-21,-70,-53,6,109,-9
94,57,-121,-95,28,-25,124,-89
-53,135,-111,-34,-121,82,-5,85
30,-85,-45,-61,-38,-60,71,6
-3,154,3,13,105,58,90,-15
